OBJECTID,COUNTY,RATE,L95CL,U95CL,HOSP,FLAG,YEAR,GENDER,AGE,MEASURE,HEALTHOUTCOMEID,cofips
4779,Denver,3.39858618814573,2.40575756195019,4.39141481434128,45,2,2014,Male,35-64 years old,Age specific rate,Asthma,08031
4780,Denver,43.6646969617738,37.056575100526,50.2728188230215,167,3,2014,Male,5-14 years old,Age specific rate,Asthma,08031
4781,Denver,8.16685513255434,5.02889923243657,11.3048110326721,26,2,2014,Male,65+ years old,Age specific rate,Asthma,08031
4782,Denver,11.3379705032799,10.195620588419,12.4803204181409,378,3,2014,Male,All ages,Age specific rate,Asthma,08031
4783,Denver,34.8242955994754,29.3336864202826,40.3149047786681,154,3,2014,Both genders,0-4 years old,Age specific rate,Asthma,08031
4784,Denver,4.00410535859755,3.1628749249866,4.8453357922085,87,2,2014,Both genders,15-34 years old,Age specific rate,Asthma,08031
4785,Denver,5.07253728314903,4.20077220786917,5.9443023584289,130,2,2014,Both genders,35-64 years old,Age specific rate,Asthma,08031
4786,Denver,33.4327400136406,29.2953082992713,37.5701717280098,250,3,2014,Both genders,5-14 years old,Age specific rate,Asthma,08031
4787,Denver,9.3657106402617,7.15684757826273,11.5745737022607,69,2,2014,Both genders,65+ years old,Age specific rate,Asthma,08031
4788,Denver,10.3567681479847,9.58438859355857,11.1291477024108,690,3,2014,Both genders,All ages,Age specific rate,Asthma,08031
4789,Denver,21.90080759228,15.7118217261641,28.0897934583958,48,3,2015,Female,0-4 years old,Age specific rate,Asthma,08031
4790,Denver,3.31161391951883,2.24471571071373,4.37851212832393,37,2,2015,Female,15-34 years old,Age specific rate,Asthma,08031
4791,Denver,6.95057283653658,5.50702664742813,8.39411902564504,89,2,2015,Female,35-64 years old,Age specific rate,Asthma,08031
4792,Denver,17.2814170762002,13.0511299048279,21.5117042475726,64,3,2015,Female,5-14 years old,Age specific rate,Asthma,08031
4793,Denver,8.75798013321349,5.97456510152666,11.5413951649003,38,2,2015,Female,65+ years old,Age specific rate,Asthma,08031
4794,Denver,8.06746269529252,7.11606248570282,9.01886290488222,276,3,2015,Female,All ages,Age specific rate,Asthma,08031
4795,Denver,31.4506617743415,24.1973625729161,38.7039609757669,72,3,2015,Male,0-4 years old,Age specific rate,Asthma,08031
4796,Denver,3.06474729355772,2.03472951071506,4.09476507640039,34,2,2015,Male,15-34 years old,Age specific rate,Asthma,08031
4797,Denver,2.84860746919487,1.95469599683075,3.74251894155898,39,2,2015,Male,35-64 years old,Age specific rate,Asthma,08031
4798,Denver,26.5792733278282,21.4529896876768,31.7055569679797,103,3,2015,Male,5-14 years old,Age specific rate,Asthma,08031
4799,Denver,5.08388408744281,2.96154982792766,8.13979090759494,17,2,2015,Male,65+ years old,Age specific rate,Asthma,08031
4800,Denver,7.7274795003091,6.79743628039619,8.65752272022201,265,3,2015,Male,All ages,Age specific rate,Asthma,08031
4801,Denver,26.7809319764328,21.9956358955764,31.5662280572892,120,3,2015,Both genders,0-4 years old,Age specific rate,Asthma,08031
4802,Denver,3.18856070166299,2.44699038711451,3.93013101621147,71,2,2015,Both genders,15-34 years old,Age specific rate,Asthma,08031
4803,Denver,4.83102727265865,3.99429668390846,5.66775786140884,128,2,2015,Both genders,35-64 years old,Age specific rate,Asthma,08031
4804,Denver,22.0351506834855,18.6967777905507,25.3735235764204,167,3,2015,Both genders,5-14 years old,Age specific rate,Asthma,08031
4805,Denver,7.15800981298073,5.26692273882367,9.04909688713778,55,2,2015,Both genders,65+ years old,Age specific rate,Asthma,08031
4806,Denver,7.89714155589746,7.23193608923452,8.56234702256039,541,3,2015,Both genders,All ages,Age specific rate,Asthma,08031
4807,Denver,17.4640378693874,11.9161282270758,23.011947511699,38,2,2016,Female,0-4 years old,Age specific rate,Asthma,08031
4808,Denver,2.72525076702622,1.76602130605274,3.6844802279997,31,2,2016,Female,15-34 years old,Age specific rate,Asthma,08031
4809,Denver,4.65535136455217,3.48735227095343,5.82335045815091,61,2,2016,Female,35-64 years old,Age specific rate,Asthma,08031
4810,Denver,17.9918902226161,13.6875715034156,22.2962089418165,67,3,2016,Female,5-14 years old,Age specific rate,Asthma,08031
4811,Denver,3.35750738651625,1.87917139689841,5.53769784033619,15,2,2016,Female,65+ years old,Age specific rate,Asthma,08031
4812,Denver,6.0839644489851,5.26523076801611,6.90269812995408,212,3,2016,Female,All ages,Age specific rate,Asthma,08031
4813,Denver,32.5603907246887,25.1537440815326,39.9670373678447,74,3,2016,Male,0-4 years old,Age specific rate,Asthma,08031
4814,Denver,1.59564566028704,0.945680745024647,2.52180806754262,18,2,2016,Male,15-34 years old,Age specific rate,Asthma,08031
4815,Denver,1.50136194976872,0.859267043208072,2.14345685632937,21,2,2016,Male,35-64 years old,Age specific rate,Asthma,08031
4816,Denver,22.9709035222052,18.2305196291218,27.7112874152886,90,3,2016,Male,5-14 years old,Age specific rate,Asthma,08031
4817,Denver,,,,,2,2016,Male,65+ years old,Age specific rate,Asthma,08031
4818,Denver,5.83619182761491,5.03553985594398,6.63684379928585,204,3,2016,Male,All ages,Age specific rate,Asthma,08031
4819,Denver,25.1764600098908,20.5195876348491,29.8333323849324,112,3,2016,Both genders,0-4 years old,Age specific rate,Asthma,08031
4820,Denver,2.16282067126891,1.55729637596062,2.76834496657721,49,2,2016,Both genders,15-34 years old,Age specific rate,Asthma,08031
4821,Denver,3.02688017245834,2.37182386030535,3.68193648461133,82,2,2016,Both genders,35-64 years old,Age specific rate,Asthma,08031
4822,Denver,20.5446289535325,17.3342376714036,23.7550202356614,157,3,2016,Both genders,5-14 years old,Age specific rate,Asthma,08031
4823,Denver,2.00916682363282,1.14841243845565,3.26276104697194,16,2,2016,Both genders,65+ years old,Age specific rate,Asthma,08031
4824,Denver,5.95986830983292,5.38731409748048,6.53242252218536,416,3,2016,Both genders,All ages,Age specific rate,Asthma,08031
4825,Denver,13.3376259025893,8.48646378483499,18.1887880203437,29,2,2017,Female,0-4 years old,Age specific rate,Asthma,08031
4826,Denver,3.52551700417043,2.44654447511443,4.60448953322643,41,2,2017,Female,15-34 years old,Age specific rate,Asthma,08031
4827,Denver,3.32341344773932,2.34157072181213,4.30525617366652,44,2,2017,Female,35-64 years old,Age specific rate,Asthma,08031
4828,Denver,15.2497140678612,11.2586163376194,19.2408117981031,56,3,2017,Female,5-14 years old,Age specific rate,Asthma,08031
4829,Denver,3.26640825748008,1.82818390592381,5.38744368091241,15,2,2017,Female,65+ years old,Age specific rate,Asthma,08031
4830,Denver,5.23966511459289,4.48481638227293,5.99451384691286,185,2,2017,Female,All ages,Age specific rate,Asthma,08031
4831,Denver,28.1789362451567,21.2848308697653,35.0730416205482,64,2,2017,Male,0-4 years old,Age specific rate,Asthma,08031
4832,Denver,1.64861863112592,0.99257611102724,2.57452221050132,19,2,2017,Male,15-34 years old,Age specific rate,Asthma,08031
4833,Denver,2.0595859522034,1.31005035137583,2.80912155303097,29,2,2017,Male,35-64 years old,Age specific rate,Asthma,08031
4834,Denver,19.1387559808612,14.7822539011143,23.4952580606082,74,3,2017,Male,5-14 years old,Age specific rate,Asthma,08031
4835,Denver,1.64794418962344,0.60476647353425,3.58688072249142,6,2,2017,Male,65+ years old,Age specific rate,Asthma,08031
4836,Denver,5.42619666006291,4.65886498437486,6.19352833575096,192,3,2017,Male,All ages,Age specific rate,Asthma,08031
4837,Denver,20.9195609141623,16.6722659418684,25.1668558864562,93,3,2017,Both genders,0-4 years old,Age specific rate,Asthma,08031
4838,Denver,2.59132252463916,1.93571241915151,3.24693263012681,60,2,2017,Both genders,15-34 years old,Age specific rate,Asthma,08031
4839,Denver,2.67207426170222,2.05918059449928,3.28496792890517,73,2,2017,Both genders,35-64 years old,Age specific rate,Asthma,08031
4840,Denver,17.2443524745646,14.2825471682332,20.206157780896,130,3,2017,Both genders,5-14 years old,Age specific rate,Asthma,08031
4841,Denver,2.5507105550832,1.45989277489533,3.64152833527108,21,2,2017,Both genders,65+ years old,Age specific rate,Asthma,08031
4842,Denver,5.33306172912856,4.7948586600458,5.87126479821132,377,3,2017,Both genders,All ages,Age specific rate,Asthma,08031
4843,Denver,16.849199663016,11.3497666882831,22.3486326377489,36,2,2018,Female,0-4 years old,Age specific rate,Asthma,08031
4844,Denver,3.15721209638883,2.14004946047432,4.17437473230334,37,2,2018,Female,15-34 years old,Age specific rate,Asthma,08031
4845,Denver,2.6471366804906,1.78251982553822,3.51175353544299,36,2,2018,Female,35-64 years old,Age specific rate,Asthma,08031
4846,Denver,14.9908691978522,11.0319578694386,18.9497805262658,55,3,2018,Female,5-14 years old,Age specific rate,Asthma,08031
4847,Denver,3.81857524714668,2.26312970011446,6.03499517746363,18,2,2018,Female,65+ years old,Age specific rate,Asthma,08031
4848,Denver,5.07839422290802,4.34076776766923,5.81602067814682,182,3,2018,Female,All ages,Age specific rate,Asthma,08031
4849,Denver,26.4372451494376,19.7001694677747,33.1743208311006,59,3,2018,Male,0-4 years old,Age specific rate,Asthma,08031
4850,Denver,1.37514933262284,0.786016661106611,2.23315636286418,16,2,2018,Male,15-34 years old,Age specific rate,Asthma,08031
4851,Denver,1.31720336926757,0.793042473872005,2.05697622597564,19,2,2018,Male,35-64 years old,Age specific rate,Asthma,08031
4852,Denver,21.2050685285751,16.6201895737947,25.7899474833555,82,3,2018,Male,5-14 years old,Age specific rate,Asthma,08031
4853,Denver,1.85043220809432,0.743969719400433,3.81259757374043,7,2,2018,Male,65+ years old,Age specific rate,Asthma,08031
4854,Denver,5.09164969450102,4.35412179926563,5.82917758973641,183,3,2018,Male,All ages,Age specific rate,Asthma,08031
4855,Denver,21.7480884574882,17.3794853388856,26.1166915760908,95,3,2018,Both genders,0-4 years old,Age specific rate,Asthma,08031
4856,Denver,2.2693796458055,1.65847137154167,2.88028792006934,53,2,2018,Both genders,15-34 years old,Age specific rate,Asthma,08031
4857,Denver,1.96258947623839,1.44395477554003,2.48122417693676,55,2,2018,Both genders,35-64 years old,Age specific rate,Asthma,08031
4858,Denver,18.1796467575207,15.1381587889367,21.2211347261046,137,3,2018,Both genders,5-14 years old,Age specific rate,Asthma,08031
4859,Denver,2.94221489937625,1.78903634122161,4.09539345753089,25,2,2018,Both genders,65+ years old,Age specific rate,Asthma,08031
4860,Denver,5.08500314155674,4.56345978564515,5.60654649746832,365,3,2018,Both genders,All ages,Age specific rate,Asthma,08031
4861,Dolores,0,0,0,0,2,2004,Female,0-4 years old,Age specific rate,Asthma,08033
4862,Dolores,0,0,0,0,2,2004,Female,15-34 years old,Age specific rate,Asthma,08033
4863,Dolores,74.6268656716418,15.3898538033732,218.091369894101,3,3,2004,Female,35-64 years old,Age specific rate,Asthma,08033
4864,Dolores,0,0,0,0,2,2004,Female,5-14 years old,Age specific rate,Asthma,08033
4865,Dolores,0,0,0,0,2,2004,Female,65+ years old,Age specific rate,Asthma,08033
4866,Dolores,32.6086956521739,6.72469698799567,95.2964464102486,3,2,2004,Female,All ages,Age specific rate,Asthma,08033
4867,Dolores,0,0,0,0,2,2004,Male,0-4 years old,Age specific rate,Asthma,08033
4868,Dolores,0,0,0,0,2,2004,Male,15-34 years old,Age specific rate,Asthma,08033
4869,Dolores,0,0,0,0,2,2004,Male,35-64 years old,Age specific rate,Asthma,08033
4870,Dolores,0,0,0,0,2,2004,Male,5-14 years old,Age specific rate,Asthma,08033
4871,Dolores,0,0,0,0,2,2004,Male,65+ years old,Age specific rate,Asthma,08033
4872,Dolores,0,0,0,0,2,2004,Male,All ages,Age specific rate,Asthma,08033
4873,Dolores,0,0,0,0,2,2004,Both genders,0-4 years old,Age specific rate,Asthma,08033
4874,Dolores,0,0,0,0,2,2004,Both genders,15-34 years old,Age specific rate,Asthma,08033
4875,Dolores,36.144578313253,7.45388099874218,105.629796020998,3,3,2004,Both genders,35-64 years old,Age specific rate,Asthma,08033
4876,Dolores,0,0,0,0,2,2004,Both genders,5-14 years old,Age specific rate,Asthma,08033
4877,Dolores,0,0,0,0,2,2004,Both genders,65+ years old,Age specific rate,Asthma,08033
4878,Dolores,16.0427807486631,3.30840707430803,46.8838132071811,3,2,2004,Both genders,All ages,Age specific rate,Asthma,08033
4879,Dolores,0,0,0,0,2,2005,Female,0-4 years old,Age specific rate,Asthma,08033
4880,Dolores,0,0,0,0,2,2005,Female,15-34 years old,Age specific rate,Asthma,08033
4881,Dolores,0,0,0,0,2,2005,Female,35-64 years old,Age specific rate,Asthma,08033
4882,Dolores,0,0,0,0,2,2005,Female,5-14 years old,Age specific rate,Asthma,08033
4883,Dolores,0,0,0,0,2,2005,Female,65+ years old,Age specific rate,Asthma,08033
4884,Dolores,0,0,0,0,2,2005,Female,All ages,Age specific rate,Asthma,08033
4885,Dolores,0,0,0,0,2,2005,Male,0-4 years old,Age specific rate,Asthma,08033
4886,Dolores,0,0,0,0,2,2005,Male,15-34 years old,Age specific rate,Asthma,08033
4887,Dolores,0,0,0,0,2,2005,Male,35-64 years old,Age specific rate,Asthma,08033
4888,Dolores,0,0,0,0,2,2005,Male,5-14 years old,Age specific rate,Asthma,08033
4889,Dolores,0,0,0,0,2,2005,Male,65+ years old,Age specific rate,Asthma,08033
4890,Dolores,0,0,0,0,2,2005,Male,All ages,Age specific rate,Asthma,08033
4891,Dolores,0,0,0,0,2,2005,Both genders,0-4 years old,Age specific rate,Asthma,08033
4892,Dolores,0,0,0,0,2,2005,Both genders,15-34 years old,Age specific rate,Asthma,08033
4893,Dolores,0,0,0,0,2,2005,Both genders,35-64 years old,Age specific rate,Asthma,08033
4894,Dolores,0,0,0,0,2,2005,Both genders,5-14 years old,Age specific rate,Asthma,08033
4895,Dolores,0,0,0,0,2,2005,Both genders,65+ years old,Age specific rate,Asthma,08033
4896,Dolores,0,0,0,0,2,2005,Both genders,All ages,Age specific rate,Asthma,08033
4897,Dolores,0,0,0,0,2,2006,Female,0-4 years old,Age specific rate,Asthma,08033
4898,Dolores,0,0,0,0,2,2006,Female,15-34 years old,Age specific rate,Asthma,08033
4899,Dolores,0,0,0,0,2,2006,Female,35-64 years old,Age specific rate,Asthma,08033
4900,Dolores,0,0,0,0,2,2006,Female,5-14 years old,Age specific rate,Asthma,08033
4901,Dolores,,,,,2,2006,Female,65+ years old,Age specific rate,Asthma,08033
4902,Dolores,,,,,2,2006,Female,All ages,Age specific rate,Asthma,08033
4903,Dolores,0,0,0,0,2,2006,Male,0-4 years old,Age specific rate,Asthma,08033
4904,Dolores,0,0,0,0,2,2006,Male,15-34 years old,Age specific rate,Asthma,08033
4905,Dolores,0,0,0,0,2,2006,Male,35-64 years old,Age specific rate,Asthma,08033
4906,Dolores,0,0,0,0,2,2006,Male,5-14 years old,Age specific rate,Asthma,08033
4907,Dolores,0,0,0,0,2,2006,Male,65+ years old,Age specific rate,Asthma,08033
4908,Dolores,0,0,0,0,2,2006,Male,All ages,Age specific rate,Asthma,08033
4909,Dolores,0,0,0,0,2,2006,Both genders,0-4 years old,Age specific rate,Asthma,08033
4910,Dolores,0,0,0,0,2,2006,Both genders,15-34 years old,Age specific rate,Asthma,08033
4911,Dolores,0,0,0,0,2,2006,Both genders,35-64 years old,Age specific rate,Asthma,08033
4912,Dolores,0,0,0,0,2,2006,Both genders,5-14 years old,Age specific rate,Asthma,08033
4913,Dolores,,,,,2,2006,Both genders,65+ years old,Age specific rate,Asthma,08033
4914,Dolores,,,,,2,2006,Both genders,All ages,Age specific rate,Asthma,08033
4915,Dolores,0,0,0,0,2,2007,Female,0-4 years old,Age specific rate,Asthma,08033
4916,Dolores,0,0,0,0,2,2007,Female,15-34 years old,Age specific rate,Asthma,08033
4917,Dolores,0,0,0,0,2,2007,Female,35-64 years old,Age specific rate,Asthma,08033
4918,Dolores,0,0,0,0,2,2007,Female,5-14 years old,Age specific rate,Asthma,08033
4919,Dolores,0,0,0,0,2,2007,Female,65+ years old,Age specific rate,Asthma,08033
4920,Dolores,0,0,0,0,2,2007,Female,All ages,Age specific rate,Asthma,08033
4921,Dolores,0,0,0,0,2,2007,Male,0-4 years old,Age specific rate,Asthma,08033
4922,Dolores,0,0,0,0,2,2007,Male,15-34 years old,Age specific rate,Asthma,08033
4923,Dolores,0,0,0,0,2,2007,Male,35-64 years old,Age specific rate,Asthma,08033
4924,Dolores,0,0,0,0,2,2007,Male,5-14 years old,Age specific rate,Asthma,08033
4925,Dolores,0,0,0,0,2,2007,Male,65+ years old,Age specific rate,Asthma,08033
4926,Dolores,0,0,0,0,2,2007,Male,All ages,Age specific rate,Asthma,08033
4927,Dolores,0,0,0,0,2,2007,Both genders,0-4 years old,Age specific rate,Asthma,08033
4928,Dolores,0,0,0,0,2,2007,Both genders,15-34 years old,Age specific rate,Asthma,08033
4929,Dolores,0,0,0,0,2,2007,Both genders,35-64 years old,Age specific rate,Asthma,08033
4930,Dolores,0,0,0,0,2,2007,Both genders,5-14 years old,Age specific rate,Asthma,08033
4931,Dolores,0,0,0,0,2,2007,Both genders,65+ years old,Age specific rate,Asthma,08033
4932,Dolores,0,0,0,0,2,2007,Both genders,All ages,Age specific rate,Asthma,08033
4933,Dolores,0,0,0,0,2,2008,Female,0-4 years old,Age specific rate,Asthma,08033
4934,Dolores,0,0,0,0,2,2008,Female,15-34 years old,Age specific rate,Asthma,08033
4935,Dolores,0,0,0,0,2,2008,Female,35-64 years old,Age specific rate,Asthma,08033
4936,Dolores,0,0,0,0,2,2008,Female,5-14 years old,Age specific rate,Asthma,08033
4937,Dolores,0,0,0,0,2,2008,Female,65+ years old,Age specific rate,Asthma,08033
4938,Dolores,0,0,0,0,2,2008,Female,All ages,Age specific rate,Asthma,08033
4939,Dolores,0,0,0,0,2,2008,Male,0-4 years old,Age specific rate,Asthma,08033
4940,Dolores,0,0,0,0,2,2008,Male,15-34 years old,Age specific rate,Asthma,08033
4941,Dolores,0,0,0,0,2,2008,Male,35-64 years old,Age specific rate,Asthma,08033
4942,Dolores,0,0,0,0,2,2008,Male,5-14 years old,Age specific rate,Asthma,08033
4943,Dolores,0,0,0,0,2,2008,Male,65+ years old,Age specific rate,Asthma,08033
4944,Dolores,0,0,0,0,2,2008,Male,All ages,Age specific rate,Asthma,08033
4945,Dolores,0,0,0,0,2,2008,Both genders,0-4 years old,Age specific rate,Asthma,08033
4946,Dolores,0,0,0,0,2,2008,Both genders,15-34 years old,Age specific rate,Asthma,08033
4947,Dolores,0,0,0,0,2,2008,Both genders,35-64 years old,Age specific rate,Asthma,08033
4948,Dolores,0,0,0,0,2,2008,Both genders,5-14 years old,Age specific rate,Asthma,08033
4949,Dolores,0,0,0,0,2,2008,Both genders,65+ years old,Age specific rate,Asthma,08033
4950,Dolores,0,0,0,0,2,2008,Both genders,All ages,Age specific rate,Asthma,08033
4951,Dolores,0,0,0,0,2,2009,Female,0-4 years old,Age specific rate,Asthma,08033
4952,Dolores,0,0,0,0,2,2009,Female,15-34 years old,Age specific rate,Asthma,08033
4953,Dolores,0,0,0,0,2,2009,Female,35-64 years old,Age specific rate,Asthma,08033
4954,Dolores,0,0,0,0,2,2009,Female,5-14 years old,Age specific rate,Asthma,08033
4955,Dolores,0,0,0,0,2,2009,Female,65+ years old,Age specific rate,Asthma,08033
4956,Dolores,0,0,0,0,2,2009,Female,All ages,Age specific rate,Asthma,08033
4957,Dolores,0,0,0,0,2,2009,Male,0-4 years old,Age specific rate,Asthma,08033
4958,Dolores,0,0,0,0,2,2009,Male,15-34 years old,Age specific rate,Asthma,08033
4959,Dolores,0,0,0,0,2,2009,Male,35-64 years old,Age specific rate,Asthma,08033
4960,Dolores,0,0,0,0,2,2009,Male,5-14 years old,Age specific rate,Asthma,08033
4961,Dolores,0,0,0,0,2,2009,Male,65+ years old,Age specific rate,Asthma,08033
4962,Dolores,0,0,0,0,2,2009,Male,All ages,Age specific rate,Asthma,08033
4963,Dolores,0,0,0,0,2,2009,Both genders,0-4 years old,Age specific rate,Asthma,08033
4964,Dolores,0,0,0,0,2,2009,Both genders,15-34 years old,Age specific rate,Asthma,08033
4965,Dolores,0,0,0,0,2,2009,Both genders,35-64 years old,Age specific rate,Asthma,08033
4966,Dolores,0,0,0,0,2,2009,Both genders,5-14 years old,Age specific rate,Asthma,08033
4967,Dolores,0,0,0,0,2,2009,Both genders,65+ years old,Age specific rate,Asthma,08033
4968,Dolores,0,0,0,0,2,2009,Both genders,All ages,Age specific rate,Asthma,08033
4969,Dolores,0,0,0,0,2,2010,Female,0-4 years old,Age specific rate,Asthma,08033
4970,Dolores,,,,,2,2010,Female,15-34 years old,Age specific rate,Asthma,08033
4971,Dolores,0,0,0,0,2,2010,Female,35-64 years old,Age specific rate,Asthma,08033
4972,Dolores,0,0,0,0,2,2010,Female,5-14 years old,Age specific rate,Asthma,08033
4973,Dolores,0,0,0,0,2,2010,Female,65+ years old,Age specific rate,Asthma,08033
4974,Dolores,,,,,2,2010,Female,All ages,Age specific rate,Asthma,08033
4975,Dolores,0,0,0,0,2,2010,Male,0-4 years old,Age specific rate,Asthma,08033
4976,Dolores,0,0,0,0,2,2010,Male,15-34 years old,Age specific rate,Asthma,08033
4977,Dolores,,,,,2,2010,Male,35-64 years old,Age specific rate,Asthma,08033
4978,Dolores,0,0,0,0,2,2010,Male,5-14 years old,Age specific rate,Asthma,08033
4979,Dolores,0,0,0,0,2,2010,Male,65+ years old,Age specific rate,Asthma,08033
4980,Dolores,,,,,2,2010,Male,All ages,Age specific rate,Asthma,08033
4981,Dolores,0,0,0,0,2,2010,Both genders,0-4 years old,Age specific rate,Asthma,08033
4982,Dolores,,,,,2,2010,Both genders,15-34 years old,Age specific rate,Asthma,08033
4983,Dolores,,,,,2,2010,Both genders,35-64 years old,Age specific rate,Asthma,08033
4984,Dolores,0,0,0,0,2,2010,Both genders,5-14 years old,Age specific rate,Asthma,08033
4985,Dolores,0,0,0,0,2,2010,Both genders,65+ years old,Age specific rate,Asthma,08033
4986,Dolores,,,,,2,2010,Both genders,All ages,Age specific rate,Asthma,08033
4987,Dolores,0,0,0,0,2,2011,Female,0-4 years old,Age specific rate,Asthma,08033
4988,Dolores,0,0,0,0,2,2011,Female,15-34 years old,Age specific rate,Asthma,08033
4989,Dolores,0,0,0,0,2,2011,Female,35-64 years old,Age specific rate,Asthma,08033
4990,Dolores,0,0,0,0,2,2011,Female,5-14 years old,Age specific rate,Asthma,08033
4991,Dolores,0,0,0,0,2,2011,Female,65+ years old,Age specific rate,Asthma,08033
4992,Dolores,0,0,0,0,2,2011,Female,All ages,Age specific rate,Asthma,08033
4993,Dolores,0,0,0,0,2,2011,Male,0-4 years old,Age specific rate,Asthma,08033
4994,Dolores,0,0,0,0,2,2011,Male,15-34 years old,Age specific rate,Asthma,08033
4995,Dolores,0,0,0,0,2,2011,Male,35-64 years old,Age specific rate,Asthma,08033
4996,Dolores,0,0,0,0,2,2011,Male,5-14 years old,Age specific rate,Asthma,08033
4997,Dolores,0,0,0,0,2,2011,Male,65+ years old,Age specific rate,Asthma,08033
4998,Dolores,0,0,0,0,2,2011,Male,All ages,Age specific rate,Asthma,08033
4999,Dolores,0,0,0,0,2,2011,Both genders,0-4 years old,Age specific rate,Asthma,08033
5000,Dolores,0,0,0,0,2,2011,Both genders,15-34 years old,Age specific rate,Asthma,08033
5001,Dolores,0,0,0,0,2,2011,Both genders,35-64 years old,Age specific rate,Asthma,08033
5002,Dolores,0,0,0,0,2,2011,Both genders,5-14 years old,Age specific rate,Asthma,08033
5003,Dolores,0,0,0,0,2,2011,Both genders,65+ years old,Age specific rate,Asthma,08033
5004,Dolores,0,0,0,0,2,2011,Both genders,All ages,Age specific rate,Asthma,08033
5005,Dolores,0,0,0,0,2,2012,Female,0-4 years old,Age specific rate,Asthma,08033
5006,Dolores,0,0,0,0,2,2012,Female,15-34 years old,Age specific rate,Asthma,08033
5007,Dolores,0,0,0,0,2,2012,Female,35-64 years old,Age specific rate,Asthma,08033
5008,Dolores,0,0,0,0,2,2012,Female,5-14 years old,Age specific rate,Asthma,08033
5009,Dolores,0,0,0,0,2,2012,Female,65+ years old,Age specific rate,Asthma,08033
5010,Dolores,0,0,0,0,2,2012,Female,All ages,Age specific rate,Asthma,08033
5011,Dolores,0,0,0,0,2,2012,Male,0-4 years old,Age specific rate,Asthma,08033
5012,Dolores,0,0,0,0,2,2012,Male,15-34 years old,Age specific rate,Asthma,08033
5013,Dolores,0,0,0,0,2,2012,Male,35-64 years old,Age specific rate,Asthma,08033
5014,Dolores,0,0,0,0,2,2012,Male,5-14 years old,Age specific rate,Asthma,08033
5015,Dolores,0,0,0,0,2,2012,Male,65+ years old,Age specific rate,Asthma,08033
5016,Dolores,0,0,0,0,2,2012,Male,All ages,Age specific rate,Asthma,08033
5017,Dolores,0,0,0,0,2,2012,Both genders,0-4 years old,Age specific rate,Asthma,08033
5018,Dolores,0,0,0,0,2,2012,Both genders,15-34 years old,Age specific rate,Asthma,08033
5019,Dolores,0,0,0,0,2,2012,Both genders,35-64 years old,Age specific rate,Asthma,08033
5020,Dolores,0,0,0,0,2,2012,Both genders,5-14 years old,Age specific rate,Asthma,08033
5021,Dolores,0,0,0,0,2,2012,Both genders,65+ years old,Age specific rate,Asthma,08033
5022,Dolores,0,0,0,0,2,2012,Both genders,All ages,Age specific rate,Asthma,08033
5023,Dolores,0,0,0,0,2,2013,Female,0-4 years old,Age specific rate,Asthma,08033
5024,Dolores,0,0,0,0,2,2013,Female,15-34 years old,Age specific rate,Asthma,08033
5025,Dolores,0,0,0,0,2,2013,Female,35-64 years old,Age specific rate,Asthma,08033
5026,Dolores,0,0,0,0,2,2013,Female,5-14 years old,Age specific rate,Asthma,08033
5027,Dolores,,,,,2,2013,Female,65+ years old,Age specific rate,Asthma,08033
5028,Dolores,,,,,2,2013,Female,All ages,Age specific rate,Asthma,08033
5029,Dolores,0,0,0,0,2,2013,Male,0-4 years old,Age specific rate,Asthma,08033
5030,Dolores,0,0,0,0,2,2013,Male,15-34 years old,Age specific rate,Asthma,08033
5031,Dolores,0,0,0,0,2,2013,Male,35-64 years old,Age specific rate,Asthma,08033
5032,Dolores,0,0,0,0,2,2013,Male,5-14 years old,Age specific rate,Asthma,08033
5033,Dolores,0,0,0,0,2,2013,Male,65+ years old,Age specific rate,Asthma,08033
5034,Dolores,0,0,0,0,2,2013,Male,All ages,Age specific rate,Asthma,08033
5035,Dolores,0,0,0,0,2,2013,Both genders,0-4 years old,Age specific rate,Asthma,08033
5036,Dolores,0,0,0,0,2,2013,Both genders,15-34 years old,Age specific rate,Asthma,08033
5037,Dolores,0,0,0,0,2,2013,Both genders,35-64 years old,Age specific rate,Asthma,08033
5038,Dolores,0,0,0,0,2,2013,Both genders,5-14 years old,Age specific rate,Asthma,08033
5039,Dolores,,,,,2,2013,Both genders,65+ years old,Age specific rate,Asthma,08033
5040,Dolores,,,,,2,2013,Both genders,All ages,Age specific rate,Asthma,08033
5041,Dolores,0,0,0,0,2,2014,Female,0-4 years old,Age specific rate,Asthma,08033
5042,Dolores,0,0,0,0,2,2014,Female,15-34 years old,Age specific rate,Asthma,08033
5043,Dolores,0,0,0,0,2,2014,Female,35-64 years old,Age specific rate,Asthma,08033
5044,Dolores,0,0,0,0,2,2014,Female,5-14 years old,Age specific rate,Asthma,08033
5045,Dolores,0,0,0,0,2,2014,Female,65+ years old,Age specific rate,Asthma,08033
5046,Dolores,0,0,0,0,2,2014,Female,All ages,Age specific rate,Asthma,08033
5047,Dolores,0,0,0,0,2,2014,Male,0-4 years old,Age specific rate,Asthma,08033
5048,Dolores,0,0,0,0,2,2014,Male,15-34 years old,Age specific rate,Asthma,08033
5049,Dolores,0,0,0,0,2,2014,Male,35-64 years old,Age specific rate,Asthma,08033
5050,Dolores,0,0,0,0,2,2014,Male,5-14 years old,Age specific rate,Asthma,08033
